fragmento_id,categoria_norm,tipo_utilidad,confiabilidad,calidad_texto,dominio,titulo_pagina,contenido,url
GC-0011,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"gusano cogollero and resistant turfgrass Leuck et al. (1968) screened 441 clones instar gusano cogollero. Six days after infestation, around lines) as intermediate, and 88% (390 lines) as s clones were rated for gusano cogollero resistance, about 0. intermediate, and 97% (429 lines) were found t ‘Tifton 292’ and ‘Tifton 296’. (198 resistance in nine bermudagrass clones against resistance was mainly antibiosis rather than non ‘Tifton 292’ died within the first ten days of in ‘Tifton 292’ was, however, never commercially and was instrumental for forage bermudagrass zoysiagrasses, 18 paspalums, 34 bermudagrass ryegrasses with and without endophytes were e al. Among endophyte-infected (E+) and resistance to gusano cogollero was observed in the followi E-> ‘Rosalin’ E+ > ‘Lp 5425’, ‘Rosalin’ E-, ‘A fescue > E+ turf-type perennial ryegrass > E- s perennial ryegrass > E- forage-type perennial r fescue. Reduction in weight gain was found in larval weight was shown on bermudagrasses ‘T 4’, ‘97–14’, ‘97–22’, ‘97–28’, ‘97–39’, ‘97–40 compared to the larvae fed on ‘Tulsa’ tall fescu bermudagrass, for resistance against first (3 lines) were rated as resistant, 11% (48 eptible. Three days later, when the same 441 (2 lines) were resistant, 2% (9 lines) were e susceptible. Those two resistant lines were used a host suitability index to evaluate W, and ‘Tifton 292’ was rated resistant. Most of the gusano cogollero larvae fed on ation, and none of them survived till pupation. leased, but it was used as one of the parents ivar ‘Tifton 85’ (Burton 2001). Previously, ten all fescue, creeping red fescue, and perennial uated for resistance against gusano cogollero (Braman et dophyte-free (E-) cool-season grasses, the order ‘Dawson’ E+ > ‘APR 1234’ > ‘Dawson’ F 480’ > ‘Tulsa’ or E+ slender creeping red der creeping red fescue > E+ forage-type rasses, and E+ tall fescue > E- turf-type tall the larvae fed on zoysiagrasses. Also, reduced port’, ‘Tifgreen' and bermudagrass lines ‘97– 97–54’, ‘98–15’, ‘98–30’, and ‘98–45’ when r the diet control (Braman et al",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
GC-0012,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"post-introduction, the change in larval length w treatment than in the ‘11-T-56’ treatment (F 15, 1 significant difference in the change in larval we treatments. The changes in both the larval head 3.3F) and weight (F = 1.2, P = 0.244; , 194 other. Pupal and adult parameters Spodoptera frugiperda larvae pupated significant (F = 13.1, P < 0.001; 5A). The larva 15, 253 ‘09-T-31’, and ‘11-T-56’ treatments took appro the pupation time of the larvae in the ‘TifTuf’ t significantly more delayed in ‘Zeon’ than in th 5B). The moth emergence time was not s 1032’ and ‘11-T-510’ treatments compared to t Although there was no significant posit weight and pupal length, width or weight at 6 d the larval length or weight and pupal length, w associations (Table 3.1). At 12 d post-introduct associations between the larval and pupal width introduction, there were significant negative as weight and days of pupation and adult emergen significant negative association between the lar adult emergence. significantly lower in the ‘KBUF-UF-1326’ = 2.5, P = 0.002; 3E). There was no ht between ‘TifTuf’ and the rest of the psule width (F = 0.9, P = 0.544; , 231 C) were not significantly different from each ater in ‘Zeon’ than in the rest of the treatments n the ‘12-T-192’, ‘13-T-1032’, ‘11-T-510’, mately similar times to pupate compared with tment. Similarly, the emergence of adults was st of the treatments (F = 11.3, P < 0.001; 15, 228 ificantly different in the ‘12-T-192’, ‘13-T- in the ‘TifTuf’ treatment. association between the larval length, width or st-introduction, at 10 d post-introduction, both or weight had positive and significant , there were positive and significant nd larval and pupal weights. At 6 and 8 d post- iations between the larval length, width or At 10 d post-introduction, there was a width or weight and days of pupation and",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
GC-0013,biologia,diagnostico,media-baja,100,gob.mx,Documento PDF,"Cycloneda sanguinea sang (Coleoptera:Coccinellidae) ( ) 3.0 a 6.5 m, ancho de 2.7 a 5.10 redonda. Rostro pálido en macho mancha triangular invertida negra gena extendiéndosedentro del ojo. con dos manchas pálidas y el ma delantero igualmente pálido, en lo presenta una línea pálida que pen margen delantero. Élitros de anara intenso de tonalidad ligerame Superficie ventral mayormente obs puede variar hasta tonalidades ma menosclaras. Cycloneda sanguinea sanguinea d siguientes plagas de trigo: Spodoptera frugiperda (Santos-Cividanes Cardoso & Lázzar 2003; Hernánde 2018), C. sanguinea sanguine consume un aproximado de 200 p en adulto (Juárez et al. E pulgones muertos por hembras a sanguinea aumenta a medida que de pulgones aumenta hasta llegar de250presas(Işikber2005). Figura3.Cyclonedasanguíneasangui ea (L.) Hippodamia convergens Guérin-Méneville ngitud de (Coleoptera: Coccinellidae) ( ). Forma Longitud 4.20 a 7.30 mm, ancho 2.50 a 4.90 con una mm. Forma elongada, aplanada dorso- hembras, ventralmente, fémures visibles desde vista onto negro dorsal, superficie dorsal sin pubescencia y n apical y ligeramente brillante. Pronoto negro con machos se manchaspálidas convergentes.Élitros amarillos desde el típicamente con un patrón de puntos negros dos a rojo discretos que varía desde 13 puntos hasta brillante. Superficie ventral completamente a, aunque negra a excepción del mesepimeron el cual es nes más o pálido. Hippodamia convergens consume al menos 12 eda a las especies distintas de áfidos y en trigo es m, R. padi abundante (Juárez et al. 2022; registrado depredando a las siguientes plagas rejo et al. graminum, Nezara viridula, S. en larva frugiperda, R. maidis ones y 20 (Santos-Cividanes et al. 2022; Cottrell & Tillman úmero de 2017; Hernández-Trejo et al. 2018; Phoofolo et as de C. 2013; Michaud & densidad Qureshi 2006). Hembras adultas de H. ensidades convergens consumen en 24 h hasta el 86% de áfidos cuando en densidades de 64 individuos, mientras que en estado larvario puede consumir hasta 87.6% de sus presas en solo una hora en densidades de 100 individuos (Delgado-Ramírezetal.2019). Hippodamia convergens.",https://www.gob.mx/cms/uploads/attachment/file/913435/2023_FT__35_INSECTOS_DEPREDADORES_EN_CULTIVOS_DE_TRIGO_EN_M_XICO.pdf
GC-0014,biologia,diagnostico,alta,100,redalyc.org,Documento PDF,"656 Aniele Pianosc Podisus may be related to the formation of reproductive structures during the sexual maturation of nymphs (Mukerji & Leroux, 1969). It seems that the adult insects consumed the Spodoptera frugiperda larvae, even though they were contaminated. Biological parameters of Podisus nigripinus The mean nymphal mortality was not influenced by the treatments, either consuming Spodoptera frugiperda larvae treated with the neem oil concentrations or the insecticide (Figure 3). Although there was no significant difference among the treatments, it was observed a lower mortality in the control (34%) than the neem concentration of 0.599% (58%), but none of the treatments showed a high mortality, not even with the insecticide. (1997) tested the selectivity of several insecticides, including the pyrethroid deltamethrin used Figure 2. Mean number of Spodoptera frugiperda treated with di nigripinus after 24 and 48 hours of the start of the assay, at the de Jaboticabal / SP, 2011. 652-659, set/out, 2014 e Campos et al. frugiperda that as reared on treated leaves. The authors reported that ltamethrin caused prey mortality, with a low LC 50 mpared with the other insecticides tested; however, hen it was tested on the predator, the harmful effect as less pronounced, resulting in lower mortality and ore selective especially in the nymphal stage. Similar sults were reported by Wilkinson et al. (1979) and uedes et al. (1992), who found that pyrethroids were ss toxic to P. maculiventris (Say) and P. nigripinus at eld doses recommended for the control of the target st. Data on duration of each nymphal instar and total ymphal period of P. nigripinus fed on preys reared in fferent neem oil concentrations and insecticide (Table shows influence of the treatments only on the third star and the total nymphal period. The duration of the ird instar was lengthened at the neem oil concentration nt concentrations of neem oil and preyed by adults of Podisus es of one (A and B), three (C and D) and six (E and F) larvae.",https://www.redalyc.org/pdf/3052/305232579008.pdf
GC-0015,biologia,diagnostico,alta,100,repositorio.chapingo.edu.mx,Documento PDF,"Se ha demostrado que las lacto de la alimentación (Mabry et al., 1977; Ga afectan el metabolismo de los insectos mos 2017). Se identifica además, que la gené compuestos además de la parte de planta puede variar la actividad tóxica o de inhib al., 2005; Sidhu et al., 2004); además, de la química de las especies vegetales y ma botánicos (Torres et al., 2006). Respecto efecto de los extractos acuo independientemente de la concentración us fue a las 24 h de hojas y tallos para H. ciliari máximos de 9, 25.4 y 22.7 %, respectivame 40.9 y 12.7 % para caso de extracto de tall a valores intermedios y bajos en el caso de merece los efectos mostrados por los extr los cuales registraron los valores más a órganos de las tres especies de plantas, co larvaria, sin diferencia estadística (P≤ 0.05 Al respecto, Guillen et al. (2001), en un e sugirieron cambios en los tiempos de expo 50% de insectos muertos, lo que difiere co horas reportadas en este estudio. s sesquiterpénicas actúan como inhibidores an et al., 1983; Cis et al., 2006) y también ndo varios grados de toxicidad (Kaur et al., a vegetal, el tiempo de extracción de los mpleada para la elaboración del extracto, n alimentaria contra insectos (Madeiros et uencia de las diferencias en la composición resistencia de las larvas a los extractos s a diferentes tiempos de evaluación, a, se tiene que la mayor mortalidad larvaria L. elaeagnifolium, con valores e, en el caso de extracto de hoja y de 24.5, ambién respectivamente. Correspondiente s 48 y 72 h, respectivamente. Caso aparte os acuosos de fruto de S. elaeagnifolium, de mortalidad respecto a los otros dos alores de 52.7, 43.6 y 43.6 % de mortalidad ntre estos valores (Cuadros 5). dio de formulación de extractos vegetales, ión de 24 a 72 horas para lograr al menos n mayor porcentaje de mortalidad a las 24 40",https://repositorio.chapingo.edu.mx/server/api/core/bitstreams/ff63bcad-5d61-4d60-99e9-1fca14a431e0/content
GC-0016,biologia,diagnostico,media-baja,100,ugspace.ug.edu.gh,Documento PDF,"University of Ghana h 3.8 Statistical analysis 3.8.1 Relative abundance and diversity The relative abundance (RA) of all identified a and season were calculated using the expressi individuals of the ith species and N = total t Shannon–Wiener diversity index (H) was used including predators among the different treatme 𝐒𝐡𝐚𝐧𝐧𝐨𝐧 𝐢𝐧𝐝𝐞𝐱 (𝐇) = − ∑𝐬 𝐩𝐢 𝐈𝐧 𝐩 𝐢 whe 𝐢=𝟏 particular species found (n) divided by the tota log, Σ is the sum of the calculations, and s is evenness (E ) was then calculated using the H maximum value that H can have for a particu number of species in the sample. 3.8.2 Infestation level of Spodoptera frugiperd To satisfy the assumptions of parametric tests, t from the BCM, MFP, and control plots were fir respectively (Bartlett 1937; Shapiro and Wilk 1 assumptions of parametric tests. Therefore, v between treatments (BCM and MFP) and contr seasons were subjected to the Kruskal-Wallis H (P < 0.05) in each instance, Dunn’s multiple c method, was used to identify heterogeneous me p://ugspace.ug.edu.gh opod species including predators per treatment 𝑵𝒊 𝑹𝑨 = × 𝟏𝟎𝟎 where Ni = total number of 𝑵𝒕 mber of individuals of all species. Thereafter, calculate the diversity of the arthropod species and seasons. This was done using the formula: is the proportion (n/N) of individuals of one mber of individuals found (N), ln is the natural number of species. Shannon's equitability or mula: H/Hmax where H max = ln (S) = the sample, i.e., total even distribution, S = total count data (i.e., egg batches and larvae density) ubjected to Shapiro-Wilk’s and Bartlett’s tests, 5). Both tests indicated that the data violated the ations in the egg batches and larvae density plots for each of the major and minor cropping st. Following the indication of a significant test parisons, with p-values adjusted with the Holm anks. Variations in the overall egg batch counts",https://ugspace.ug.edu.gh/server/api/core/bitstreams/a1042457-52f1-44c2-8848-3e8948f73a12/content
GC-0017,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"The outbreaks of gusano cogollero depend, to a larg the overwintering sites. Cool-weather condition conditions for the gusano cogollero and check the populati humid weather conditions continue to prevail, t numbers that migrate northwards and cause eco (Luginbill 1928, Sparks 1979). The gusano cogollero has b Smith and Abbott (1797). Luginbill (1928) rep 1928. After 1928, several outbreaks occurred b outbreak of 1975-1977, the estimated economic million, and $137.5 million USD in 1975, 1976 In fall, homeowners often complain tha The gusano cogollero problem can originate at the homeow producers are blamed for selling gusano cogollero infested environments is poorly understood. Sod farms weed hosts. The understanding of naturally occ to determine how resilient the system is to tack back-to-back applications of insecticides on en gusano cogollero infestation. Abundance and diversity of arthropods in tu Diversity and seasonal occurrence of se been studied such as Collembola (Rochefort et and Pendley 1993a, b, Rochefort et al. P (Carabidae), rove beetles (Staphylinidae), spide xtent, on the weather conditions in winters in with abundant rainfall provide favorable of natural enemies. Later in the spring, if the gusano cogollero populations build up in enormous mic losses to the summer crops in Georgia n described as a damaging pest in Georgia by d multiple outbreaks of gusano cogollero between 1856 to not well documented. During the gusano cogollero sses reached as high as $61.2 million, $31.9 nd 1977, respectively, in Georgia alone. wly planted sod is infested with gusano cogollero larvae. r site or from the sod producers, but often sod d. The ecology of gusano cogollero in sod farm often surrounded by vegetation, including ing enemy communities in sod farms may help gusano cogollero infestation. Currently, sod producers use farms starting in July to prevent potential grass al selected groups of turfgrass inhabitants have 2005), Carabidae and Staphylinidae (Braman atory insects such as ground beetles (Araneae), bigeyed bugs (Geocoris spp.), and",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
GC-0018,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"containers with fresh grass clippings were temp before the introduction of Spodoptera frugiperda to prev Within 3 h, three neonates of S. frugipe grass clippings. After the introduction, the cont around the lid to reduce desiccation. Fresh gras intervals. The uneaten grass clippings and frass clippings to the containers. The assay was main at 28ºC and ~40% relative humidity and 16: 8 h Evaluation Survival and development of larvae we The dead larvae shriveled up and turned dark in length, the width of the head capsule, and weig width of the larvae were recorded). Larval leng using a Vernier caliper. Larval weight was mea there was more than one larva in the container, Also, the pupal length, width around the thorax surviving larvae, until the adult emergence (in Foliage samples were collected for nutrient ana treatments. For the foliar nutrient analysis, leaf treatment were combined; thus, there were five The grass clippings were oven–dried (at 115oC Plant and Soil Testing Laboratory (University o analysis. Nutrients (Mn, Fe, Al, B, Cu, Zn, Na, rily maintained in the refrigerator at 4°C desiccation. larvae were introduced to the container with er was sealed using a lid and a parafilm strip ippings were added to the containers at 2 d re removed before adding fresh grass ned in the environmentally controlled chamber ght: dark). ecorded at 2 or 3 d intervals until pupation. To determine development, the larval were recorded (in 2018, only the length and and width of the head capsule were measured ed using a digital weighing balance. When measurements were averaged and recorded. gion, and weight were recorded for the 8 only length and width were recorded). is when the adults emerged from all mples from two pots (two replications) for each mples per treatment in both years. 48 h) in Griffin campus and transported to the Georgia, Athens, GA) for foliar nutrient , Cd, Ni, Cr, Mo, P, K, Ca and Mg) were",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
GC-0019,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"results could be caused by variation in the frequ farms and residential lawns. In the sod farms, t the emphasis is usually on growing the grass as frequently than residential lawns to promote th In the current study, the numbers of pre grass density, whereas the numbers of blissids, contrast, Joseph and Braman (2009) showed th whereas the blissids, delphacids, and spiders w sparsely dense turfgrasses. Again, the variation differences in the levels of management practic Moreover, the numbers of billbugs (Sphenopho pest groups in the turfgrass, increased with an i result was consistent with a previous study on K the bluegrass billbugs (Sphenophorus parvulus (Kindler and Spomer 1986). These results sugg certain pests by providing a better micro-enviro Our results show that the billbugs were sod field. This result is inconsistent with the pr billbugs adults were greater in denser grass reg thatch might have prevented desiccation of bill protection from predators (Kindler and Spomer understand the importance of thatch thickness i the sod farms growing warm-season grasses. cy and mowing height maintained in the sod grass is grown for commercial purposes, and ickly as possible. Thus, the grass is mowed teral spreading and thickness of the grass. ory mirids increased with an increase in the phacids, and spiders were not affected. In he predatory heteropterans were not affected, collected in greater numbers from denser than ours and previous results could be attributed to n commercial turfgrass and residential lawns. spp.) and lepidopterans, which are the major ease in the grass density in our study. This tucky bluegrass sod field in Nebraska, where llenhal) adults were abundant in dense grass that the denser grasses might be favoring ent. gatively correlated to the thatch thickness in the ous study where the numbers of bluegrass s with thicker thatch layer. Perhaps, thick larvae by providing shade, moisture, and 86). Further research is required to clearly etermining the abundance of billbug larvae in",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
GC-0020,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"elicited comparable resistance as that of ‘TifTu study were not bred specifically for S. frugiper desirable horticultural traits. frugiperd understanding of where these genetically novel cultivars and thus provide direction for future b Based on the survival index, the bermud were within the top five treatments along with larvae of the gusano cogollero are vulnerable to f tissue starting from the neonate stage. When fa masses are found on manmade structures adjac immediate and constant access to turfgrass tissu larvae was affected when they were placed on c these lines prevented access to the vital nutrien characteristics of grass cells, such as thick cell such as secondary metabolites toxic to larvae, c access these vital resources (Braman et al., 200 survival index can be an indicator of resistance survival of Spodoptera frugiperda exposed to certain ber The development of larval stages of S. f consumed certain bermudagrass lines. The resu 510’ were among the top five bermudagrass lin development index (Table 3.2). The underlying antibiosis, which has been reported previously The bermudagrass lines tested in the current esistance but were previously tested for esistance results are important for the es stand relative to popular commercial ding research. rass lines ‘T-822’, ‘09-T-31’, and ‘11-T-483’ ‘TifTuf’ and ‘Zeon’ cultivars. Because young deprivation, they constantly consume grass rmyworm moths invade a landscape, their egg to turfgrass so that emerging larvae have In the current study, the survival of young ain bermudagrass lines, which suggests that nd moisture in the grass tissue. The physical ls, or biochemical compositions of the cells, interfere with the ability of young larvae to 2002, Reinert and Engelke, 2010). Thus, the tolerance mechanisms, as evidenced by the dagrass lines. iperda was affected when the larvae show that ‘13-T-1032’, ‘11-T-56’ and ‘11-T- n addition to ‘TifTuf’ and ‘Zeon’ based on the echanism for the delayed development is turfgrass genotypes and their cultivars",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
GC-0021,biologia,diagnostico,media-baja,100,openscholar.uga.edu,Documento PDF,"(Braman et al., 2000, 2002, Reinert and Engelk larvae developed more quickly on certain berm cultivars (Figs. This suggests that the lines affects normal larval growth and developm larval stages, the greater the chance of them su weather. Previous studies have shown that the d decrease with an increase in the susceptibility o Lynch et al., 1983). The data show that the larval developm width and weight, were negatively associated w Additionally, the results show that the S. frugip lines and cultivars spent more time pupating an susceptible bermudagrass lines. This suggests t relatively resistant bermudagrass lines tend to b that develop on susceptible bermudagrass lines developed on the resistant lines was compromi such as the longevity of adults, fecundity and v for Spodoptera frugiperda adults developed on resistant head capsule width and weight are positively a weight. This suggests that measurements of the pupae can be used for evaluating resistance. In summary, this study identified few re ‘11-T-510’, ‘11-T-56’, ‘09-T-31’ and ‘11-T-48 2010). In the current study, the Spodoptera frugiperda agrass lines than on other resistant lines and chemical composition of certain bermudagrass t. frugiperda remains in the mbing to predation, pathogens or severe s to pupation and days to adult emergence urfgrass lines (Reinert and Engelke, 2010; parameters, such as length, head capsule the day of pupation or adult development. a larvae that fed on the resistant bermudagrass merging into adults than those that fed on the the Spodoptera frugiperda larvae that develop on maller and lighter than the Spodoptera frugiperda larvae rhaps the fitness of the Spodoptera frugiperda adults More studies are warranted where parameters ility of eggs are evaluated as secondary effects s. The results also show that the larval length, ciated with the pupal length, thorax width and ngth, thorax width and weight of Spodoptera frugiperda tant bermudagrass lines (‘13-T-1032’, ‘T-822’, comparable to the bermudagrass ‘TifTuf’.",https://openscholar.uga.edu/record/6054/files/SinghGurjitMS.pdf
